language,source,test,model,statistic,DstatUP,DstatLO,statMedian,DstatMedUP,DstatMedLO,sizeEffect,DsizeEffectUP,DsizeEffectLO,effMedian,DeffMedUP,DeffMedLO,cFruits,cFlowers,cInsects,cInstruments,cWeapons,cPleasant,cUnpleasant,EV,GH
it4,1,1,xglm47,0.074715286,0.12,0.1,0.055,0.04,0.07,0.560776666,0.48,0.77,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it5,1,1,xglm47,0.067887126,0.13,0.11,0.055,0.04,0.07,0.675781419,0.46,0.98,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it6,1,1,xglm47,0.009839347,0.16,0.17,0.055,0.04,0.07,0.053389887,0.73,0.69,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it7,1,1,xglm47,0.088437564,0.13,0.1,0.055,0.04,0.07,0.661229888,0.38,0.76,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it9,1,1,xglm47,0.030447342,0.1,0.1,0.055,0.04,0.07,0.274047103,0.61,0.74,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it10,1,1,xglm47,-0.017297592,0.09,0.09,0.055,0.04,0.07,-0.215936113,0.82,0.6,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it11,1,1,xglm47,0.09684915,0.17,0.12,0.055,0.04,0.07,0.587434805,0.45,0.73,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it12,1,1,xglm47,0.107250385,0.17,0.14,0.055,0.04,0.07,0.468349191,0.49,0.62,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it13,1,1,xglm47,0.076997707,0.13,0.11,0.055,0.04,0.07,0.621917653,0.41,0.88,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it14,1,1,xglm47,0.033144975,0.1,0.09,0.055,0.04,0.07,0.234383764,0.53,0.63,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it15,1,1,xglm47,-0.003015815,0.09,0.12,0.055,0.04,0.07,-0.032021745,0.82,0.64,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it16,1,1,xglm47,0.05773501,0.1,0.08,0.055,0.04,0.07,0.601049175,0.41,0.79,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it17,1,1,xglm47,0.004981417,0.09,0.1,0.055,0.04,0.07,0.05755291,0.75,0.7,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it18,1,1,xglm47,0.066193532,0.12,0.09,0.055,0.04,0.07,0.727095,0.36,1.0,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it19,1,1,xglm47,0.063266798,0.12,0.11,0.055,0.04,0.07,0.435020956,0.55,0.72,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it20,1,1,xglm47,0.029382074,0.08,0.08,0.055,0.04,0.07,0.436920968,0.48,0.89,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it21,1,1,xglm47,-0.01979269,0.12,0.14,0.055,0.04,0.07,-0.157249972,0.93,0.65,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it22,1,1,xglm47,0.087956591,0.11,0.08,0.055,0.04,0.07,0.816387021,0.36,0.79,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it23,1,1,xglm47,0.010448462,0.07,0.07,0.055,0.04,0.07,0.149952202,0.65,0.67,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it24,1,1,xglm47,0.05459727,0.13,0.11,0.055,0.04,0.07,0.379930984,0.53,0.66,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it25,1,1,xglm47,0.066450307,0.11,0.09,0.055,0.04,0.07,0.627870818,0.37,0.8,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it0,0,1,xglm47,0.07,0.11,0.10,0.07,0.11,0.10,0.50,0.46,0.68,0.50,0.46,0.68,-,-,-,-,-,-,-,-,-
it1,1,2,wiki,0.795773501,0.63,0.58,0.88,0.44,0.44,1.530796898,0.22,1.02,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it2,1,2,wiki,0.949813729,0.69,0.65,0.88,0.44,0.44,1.528128264,0.24,0.86,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it3,1,2,wiki,1.107642087,0.55,0.52,0.88,0.44,0.44,1.53209149,0.21,0.61,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it4,1,2,wiki,1.066313795,0.74,0.74,0.88,0.44,0.44,1.292985654,0.35,0.78,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it5,1,2,wiki,1.325219563,0.71,0.65,0.88,0.44,0.44,1.484002461,0.26,0.57,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it6,1,2,wiki,0.536836927,0.53,0.52,0.88,0.44,0.44,1.266525111,0.32,1.27,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it7,1,2,wiki,0.657248409,0.56,0.54,0.88,0.44,0.44,1.165405808,0.41,0.91,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it9,1,2,wiki,0.90257611,0.73,0.69,0.88,0.44,0.44,1.513556645,0.23,0.99,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it10,1,2,wiki,0.22387609,0.57,0.56,0.88,0.44,0.44,0.579614707,0.79,1.3,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it11,1,2,wiki,0.862984252,0.67,0.58,0.88,0.44,0.44,1.120556822,0.39,0.78,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it12,1,2,wiki,0.771958685,0.77,0.75,0.88,0.44,0.44,1.032307631,0.49,0.99,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it13,1,2,wiki,1.241872848,0.7,0.67,0.88,0.44,0.44,1.632034797,0.15,0.64,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it14,1,2,wiki,0.728374454,0.62,0.61,0.88,0.44,0.44,1.407891104,0.28,0.99,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it15,1,2,wiki,1.122447444,0.83,0.77,0.88,0.44,0.44,1.568126032,0.23,0.78,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it16,1,2,wiki,0.677275667,0.69,0.64,0.88,0.44,0.44,1.284568696,0.32,1.19,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it17,1,2,wiki,0.550822041,0.73,0.68,0.88,0.44,0.44,0.868878934,0.55,1.06,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it18,1,2,wiki,0.963682745,0.59,0.54,0.88,0.44,0.44,1.454950482,0.25,0.74,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it19,1,2,wiki,1.018169232,0.76,0.69,0.88,0.44,0.44,1.313560177,0.34,0.82,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it20,1,2,wiki,1.110228982,0.52,0.54,0.88,0.44,0.44,1.485172272,0.29,0.61,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it21,1,2,wiki,0.860723838,0.61,0.63,0.88,0.44,0.44,1.507575073,0.27,1.04,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it22,1,2,wiki,0.421820007,0.94,0.89,0.88,0.44,0.44,0.789405115,0.76,1.49,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it23,1,2,wiki,1.358081992,0.92,0.85,0.88,0.44,0.44,1.513468937,0.25,0.8,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it24,1,2,wiki,0.777491296,0.58,0.53,0.88,0.44,0.44,1.274811797,0.33,0.83,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it25,1,2,wiki,1.000122439,0.65,0.61,0.88,0.44,0.44,1.485814239,0.3,0.78,1.431420793,0.13,0.63,-,-,-,-,-,-,-,20.73,0.24
it0,0,2,wiki,0.99,0.74,0.72,0.99,0.74,0.72,1.38,0.34,0.92,1.38,0.34,0.92,-,-,-,-,-,-,-,20.73,0.24
it1,1,2,wikiAlign,1.058873366,0.71,0.64,1.155,0.51,0.68,1.535475026,0.21,0.81,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it2,1,2,wikiAlign,1.282010384,0.84,0.82,1.155,0.51,0.68,1.521247129,0.26,0.7,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it3,1,2,wikiAlign,1.409008884,0.65,0.69,1.155,0.51,0.68,1.487277499,0.23,0.52,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it4,1,2,wikiAlign,1.344943093,0.87,0.85,1.155,0.51,0.68,1.271174675,0.35,0.69,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it5,1,2,wikiAlign,1.700066759,0.88,0.8,1.155,0.51,0.68,1.457716152,0.27,0.52,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it6,1,2,wikiAlign,0.709355343,0.67,0.64,1.155,0.51,0.68,1.283349939,0.33,1.26,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it7,1,2,wikiAlign,0.672972659,0.7,0.65,1.155,0.51,0.68,0.94397254,0.57,0.99,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it9,1,2,wikiAlign,1.186351521,0.9,0.8,1.155,0.51,0.68,1.539910538,0.23,0.89,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it10,1,2,wikiAlign,0.444889411,0.72,0.72,1.155,0.51,0.68,0.838078759,0.63,1.29,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it11,1,2,wikiAlign,1.11892633,0.89,0.81,1.155,0.51,0.68,1.08328433,0.41,0.83,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it12,1,2,wikiAlign,1.080524285,0.98,0.92,1.155,0.51,0.68,1.113670617,0.44,0.94,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it13,1,2,wikiAlign,1.22198221,0.81,0.78,1.155,0.51,0.68,1.535332519,0.23,0.78,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it14,1,2,wikiAlign,0.85385247,0.71,0.72,1.155,0.51,0.68,1.34085455,0.3,0.88,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it15,1,2,wikiAlign,1.69851701,1.08,1.04,1.155,0.51,0.68,1.629558481,0.21,0.6,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it16,1,2,wikiAlign,0.737398578,0.82,0.8,1.155,0.51,0.68,1.128390455,0.46,1.19,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it17,1,2,wikiAlign,0.598377418,0.85,0.83,1.155,0.51,0.68,0.771085474,0.64,1.07,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it18,1,2,wikiAlign,1.302377892,0.74,0.64,1.155,0.51,0.68,1.567600222,0.17,0.6,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it19,1,2,wikiAlign,1.235956028,0.93,0.88,1.155,0.51,0.68,1.268428147,0.36,0.79,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it20,1,2,wikiAlign,1.436993861,0.67,0.66,1.155,0.51,0.68,1.544706317,0.27,0.56,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it21,1,2,wikiAlign,1.091779302,0.75,0.8,1.155,0.51,0.68,1.48721852,0.27,0.9,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it22,1,2,wikiAlign,0.453524663,1.14,1.02,1.155,0.51,0.68,0.686977897,0.82,1.44,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it23,1,2,wikiAlign,1.450609651,1.03,0.95,1.155,0.51,0.68,1.401236494,0.31,0.8,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it24,1,2,wikiAlign,0.999509829,0.74,0.68,1.155,0.51,0.68,1.202117838,0.37,0.77,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it25,1,2,wikiAlign,1.260369367,0.85,0.78,1.155,0.51,0.68,1.497966961,0.29,0.67,1.371045522,0.19,0.59,-,-,-,-,-,-,-,18.56,0.34
it0,0,2,wikiAlign,0.97,0.83,0.84,0.97,0.83,0.84,1.25,0.41,1.09,1.25,0.41,1.09,-,-,-,-,-,-,-,18.56,0.34
it1,1,2,ccwp,0.401273164,0.49,0.52,0.74,0.42,0.40,0.853481701,0.53,1.19,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it2,1,2,ccwp,1.016196143,0.64,0.58,0.74,0.42,0.40,1.465039977,0.23,0.84,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it3,1,2,ccwp,0.727111667,0.56,0.61,0.74,0.42,0.40,1.01340728,0.45,0.82,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it4,1,2,ccwp,0.714379064,0.64,0.65,0.74,0.42,0.40,0.956254163,0.44,0.83,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it5,1,2,ccwp,1.088971067,0.63,0.6,0.74,0.42,0.40,1.324423163,0.34,0.7,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it6,1,2,ccwp,0.804575881,0.54,0.48,0.74,0.42,0.40,1.252282711,0.32,0.82,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it7,1,2,ccwp,0.362162121,0.54,0.5,0.74,0.42,0.40,0.654810594,0.63,0.95,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it9,1,2,ccwp,0.896752783,0.82,0.7,0.74,0.42,0.40,0.910395524,0.5,0.74,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it10,1,2,ccwp,0.170210245,0.5,0.46,0.74,0.42,0.40,0.35072457,0.65,0.95,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it11,1,2,ccwp,0.591097963,0.59,0.57,0.74,0.42,0.40,0.9643763,0.48,0.91,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it12,1,2,ccwp,0.911103279,0.66,0.69,0.74,0.42,0.40,1.107332328,0.45,0.73,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it13,1,2,ccwp,1.174131354,0.58,0.61,0.74,0.42,0.40,1.488515689,0.25,0.59,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it14,1,2,ccwp,0.485001229,0.52,0.47,0.74,0.42,0.40,0.846804439,0.51,0.85,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it15,1,2,ccwp,1.091967704,0.8,0.69,0.74,0.42,0.40,1.465439873,0.28,0.8,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it16,1,2,ccwp,0.745178575,0.54,0.6,0.74,0.42,0.40,1.0337906,0.39,0.72,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it17,1,2,ccwp,0.702646735,0.7,0.7,0.74,0.42,0.40,1.030881387,0.45,0.92,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it18,1,2,ccwp,1.09616279,0.5,0.49,0.74,0.42,0.40,1.40276369,0.23,0.54,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it19,1,2,ccwp,0.34141346,0.68,0.68,0.74,0.42,0.40,0.494728977,0.63,0.89,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it20,1,2,ccwp,0.804390496,0.46,0.44,0.74,0.42,0.40,1.294673481,0.39,0.74,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it21,1,2,ccwp,0.35677522,0.54,0.55,0.74,0.42,0.40,0.631856994,0.75,1.02,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it22,1,2,ccwp,0.712734953,0.8,0.72,0.74,0.42,0.40,1.026731033,0.45,0.98,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it23,1,2,ccwp,1.279331141,0.7,0.66,0.74,0.42,0.40,1.401322684,0.26,0.65,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it24,1,2,ccwp,0.624714218,0.5,0.47,0.74,0.42,0.40,1.009380738,0.39,0.77,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it25,1,2,ccwp,0.752335917,0.55,0.57,0.74,0.42,0.40,1.18416659,0.39,0.86,1.02880621,0.44,0.51,-,-,-,-,-,-,-,40.82,0.37
it0,0,2,ccwp,1.03,0.59,0.60,1.03,0.59,0.60,1.43,0.29,0.69,1.43,0.29,0.69,-,-,-,-,-,-,-,40.82,0.37
it1,1,2,cc10017,0.365037058,0.43,0.44,0.605,0.36,0.60,0.792663906,0.47,0.99,0.7604462025000001,0.42,0.75,185630,206279,79984,201626,266909,2386938,668143,223.44,0.25
it2,1,2,cc10017,0.710948109,0.72,0.8,0.605,0.36,0.60,0.803366038,0.59,0.86,0.7604462025000001,0.42,0.75,309434,238762,126612,651432,252217,5752819,1748267,223.44,0.25
it3,1,2,cc10017,0.486993242,0.78,0.76,0.605,0.36,0.60,0.480390586,0.56,0.73,0.7604462025000001,0.42,0.75,380866,237457,101556,298647,255547,3547176,1504996,223.44,0.25
it4,1,2,cc10017,0.906918351,0.77,0.82,0.605,0.36,0.60,0.970063549,0.4,0.84,0.7604462025000001,0.42,0.75,247070,240128,123107,326548,277139,4660935,688650,223.44,0.25
it5,1,2,cc10017,0.616492878,0.7,0.7,0.605,0.36,0.60,0.728228499,0.61,0.97,0.7604462025000001,0.42,0.75,332035,238466,121474,303064,260848,4915784,1618470,223.44,0.25
it6,1,2,cc10017,0.679168571,0.62,0.54,0.605,0.36,0.60,0.94103162,0.44,0.8,0.7604462025000001,0.42,0.75,304157,231466,132559,662986,151725,2285107,766654,223.44,0.25
it7,1,2,cc10017,0.335803863,0.74,0.71,0.605,0.36,0.60,0.486789778,0.75,0.94,0.7604462025000001,0.42,0.75,350825,222590,124697,431959,278465,4049073,1361870,223.44,0.25
it9,1,2,cc10017,0.764258557,0.82,0.83,0.605,0.36,0.60,0.583646567,0.58,0.61,0.7604462025000001,0.42,0.75,271192,244613,109804,532780,144108,1192628,573929,223.44,0.25
it10,1,2,cc10017,0.243832844,0.66,0.64,0.605,0.36,0.60,0.3790581,0.68,0.82,0.7604462025000001,0.42,0.75,313567,226415,108045,526105,254640,2433818,852440,223.44,0.25
it11,1,2,cc10017,0.838358945,0.66,0.56,0.605,0.36,0.60,1.026922004,0.42,0.68,0.7604462025000001,0.42,0.75,296086,226428,110360,665783,256937,3015564,1322866,223.44,0.25
it12,1,2,cc10017,0.614062829,0.79,0.77,0.605,0.36,0.60,0.670424716,0.63,0.86,0.7604462025000001,0.42,0.75,258195,251210,116771,1292358,303683,3406670,1434273,223.44,0.25
it13,1,2,cc10017,1.238122744,0.76,0.73,0.605,0.36,0.60,1.29138899,0.28,0.69,0.7604462025000001,0.42,0.75,268774,230555,88420,368183,265974,3427767,1267799,223.44,0.25
it14,1,2,cc10017,0.555290502,0.45,0.42,0.605,0.36,0.60,1.058441106,0.32,0.88,0.7604462025000001,0.42,0.75,200613,185310,111966,455701,152625,3194462,385041,223.44,0.25
it15,1,2,cc10017,0.837794524,0.65,0.64,0.605,0.36,0.60,1.141931643,0.36,0.85,0.7604462025000001,0.42,0.75,307268,225935,123793,263780,190621,3288391,2475616,223.44,0.25
it16,1,2,cc10017,0.600216758,0.72,0.66,0.605,0.36,0.60,0.830379456,0.49,0.9,0.7604462025000001,0.42,0.75,262675,234579,130365,555423,155225,2203296,803092,223.44,0.25
it17,1,2,cc10017,-0.208591493,0.82,1.0,0.605,0.36,0.60,-0.253533309,1.01,0.72,0.7604462025000001,0.42,0.75,313252,207101,92383,650232,225516,4377444,534588,223.44,0.25
it18,1,2,cc10017,0.976415098,0.7,0.64,0.605,0.36,0.60,1.190874877,0.31,0.78,0.7604462025000001,0.42,0.75,323975,226252,116753,623350,218190,2094637,1253423,223.44,0.25
it19,1,2,cc10017,-0.03883801,0.61,0.62,0.605,0.36,0.60,-0.053150377,0.73,0.72,0.7604462025000001,0.42,0.75,266070,179820,136144,339933,81636,4014175,301948,223.44,0.25
it20,1,2,cc10017,0.366106425,0.63,0.67,0.605,0.36,0.60,0.440071653,0.73,0.73,0.7604462025000001,0.42,0.75,338109,237985,90081,578934,206896,1781011,775697,223.44,0.25
it21,1,2,cc10017,0.736884577,0.72,0.74,0.605,0.36,0.60,0.996549655,0.53,1.05,0.7604462025000001,0.42,0.75,315976,222850,115547,425046,262336,2394072,476435,223.44,0.25
it22,1,2,cc10017,0.284684951,0.98,0.93,0.605,0.36,0.60,0.397930605,0.96,1.04,0.7604462025000001,0.42,0.75,362429,235775,110800,689236,191979,2153481,2521276,223.44,0.25
it23,1,2,cc10017,0.520678461,0.72,0.79,0.605,0.36,0.60,0.643024422,0.64,0.97,0.7604462025000001,0.42,0.75,253977,203144,115290,529452,260830,2526001,894118,223.44,0.25
it24,1,2,cc10017,0.833960584,0.69,0.69,0.605,0.36,0.60,0.925816109,0.47,0.76,0.7604462025000001,0.42,0.75,343624,260966,127164,494963,253631,3415317,1271275,223.44,0.25
it25,1,2,cc10017,0.430111194,0.63,0.59,0.605,0.36,0.60,0.709411696,0.62,0.93,0.7604462025000001,0.42,0.75,251010,223895,124382,662355,200834,3304146,1205070,223.44,0.25
it0,0,2,cc10017,0.84,0.69,0.62,0.84,0.69,0.62,1.01,0.51,0.85,1.01,0.51,0.85,-,224099,80613,182145,433441,3003512,1177092,223.44,0.25
it1,1,2,cc10017Align,0.365036153,0.43,0.44,0.605,0.36,0.60,0.792662739,0.47,0.99,0.7604457105,0.42,0.75,185630,206279,79984,201626,266909,2386938,668143,223.44,0.25
it2,1,2,cc10017Align,0.710947862,0.72,0.8,0.605,0.36,0.60,0.803366069,0.59,0.86,0.7604457105,0.42,0.75,309434,238762,126612,651432,252217,5752819,1748267,223.44,0.25
it3,1,2,cc10017Align,0.486992254,0.78,0.76,0.605,0.36,0.60,0.480389765,0.56,0.73,0.7604457105,0.42,0.75,380866,237457,101556,298647,255547,3547176,1504996,223.44,0.25
it4,1,2,cc10017Align,0.906918283,0.77,0.82,0.605,0.36,0.60,0.970063827,0.4,0.84,0.7604457105,0.42,0.75,247070,240128,123107,326548,277139,4660935,688650,223.44,0.25
it5,1,2,cc10017Align,0.616492659,0.7,0.7,0.605,0.36,0.60,0.728228682,0.61,0.97,0.7604457105,0.42,0.75,332035,238466,121474,303064,260848,4915784,1618470,223.44,0.25
it6,1,2,cc10017Align,0.67916806,0.62,0.54,0.605,0.36,0.60,0.941031358,0.44,0.8,0.7604457105,0.42,0.75,304157,231466,132559,662986,151725,2285107,766654,223.44,0.25
it7,1,2,cc10017Align,0.335803477,0.74,0.71,0.605,0.36,0.60,0.486789736,0.75,0.94,0.7604457105,0.42,0.75,350825,222590,124697,431959,278465,4049073,1361870,223.44,0.25
it9,1,2,cc10017Align,0.764258077,0.82,0.83,0.605,0.36,0.60,0.583646344,0.58,0.61,0.7604457105,0.42,0.75,271192,244613,109804,532780,144108,1192628,573929,223.44,0.25
it10,1,2,cc10017Align,0.243832553,0.66,0.64,0.605,0.36,0.60,0.379057876,0.68,0.82,0.7604457105,0.42,0.75,313567,226415,108045,526105,254640,2433818,852440,223.44,0.25
it11,1,2,cc10017Align,0.838357923,0.66,0.56,0.605,0.36,0.60,1.026921649,0.42,0.68,0.7604457105,0.42,0.75,296086,226428,110360,665783,256937,3015564,1322866,223.44,0.25
it12,1,2,cc10017Align,0.614062406,0.79,0.77,0.605,0.36,0.60,0.670424509,0.63,0.86,0.7604457105,0.42,0.75,258195,251210,116771,1292358,303683,3406670,1434273,223.44,0.25
it13,1,2,cc10017Align,1.238122239,0.76,0.73,0.605,0.36,0.60,1.291389293,0.28,0.69,0.7604457105,0.42,0.75,268774,230555,88420,368183,265974,3427767,1267799,223.44,0.25
it14,1,2,cc10017Align,0.555290072,0.45,0.42,0.605,0.36,0.60,1.058440369,0.32,0.88,0.7604457105,0.42,0.75,200613,185310,111966,455701,152625,3194462,385041,223.44,0.25
it15,1,2,cc10017Align,0.837793961,0.65,0.64,0.605,0.36,0.60,1.141931616,0.36,0.85,0.7604457105,0.42,0.75,307268,225935,123793,263780,190621,3288391,2475616,223.44,0.25
it16,1,2,cc10017Align,0.60021596,0.72,0.66,0.605,0.36,0.60,0.830378839,0.49,0.9,0.7604457105,0.42,0.75,262675,234579,130365,555423,155225,2203296,803092,223.44,0.25
it17,1,2,cc10017Align,-0.208592607,0.82,1.0,0.605,0.36,0.60,-0.253534741,1.01,0.72,0.7604457105,0.42,0.75,313252,207101,92383,650232,225516,4377444,534588,223.44,0.25
it18,1,2,cc10017Align,0.976414485,0.7,0.64,0.605,0.36,0.60,1.190874709,0.31,0.78,0.7604457105,0.42,0.75,323975,226252,116753,623350,218190,2094637,1253423,223.44,0.25
it19,1,2,cc10017Align,-0.038838864,0.61,0.62,0.605,0.36,0.60,-0.053151579,0.73,0.72,0.7604457105,0.42,0.75,266070,179820,136144,339933,81636,4014175,301948,223.44,0.25
it20,1,2,cc10017Align,0.366106119,0.63,0.67,0.605,0.36,0.60,0.440071394,0.73,0.73,0.7604457105,0.42,0.75,338109,237985,90081,578934,206896,1781011,775697,223.44,0.25
it21,1,2,cc10017Align,0.736883799,0.72,0.74,0.605,0.36,0.60,0.996548929,0.53,1.05,0.7604457105,0.42,0.75,315976,222850,115547,425046,262336,2394072,476435,223.44,0.25
it22,1,2,cc10017Align,0.284685112,0.98,0.93,0.605,0.36,0.60,0.397930822,0.96,1.04,0.7604457105,0.42,0.75,362429,235775,110800,689236,191979,2153481,2521276,223.44,0.25
it23,1,2,cc10017Align,0.52067832,0.72,0.79,0.605,0.36,0.60,0.643024537,0.64,0.97,0.7604457105,0.42,0.75,253977,203144,115290,529452,260830,2526001,894118,223.44,0.25
it24,1,2,cc10017Align,0.833959601,0.69,0.69,0.605,0.36,0.60,0.925815795,0.47,0.76,0.7604457105,0.42,0.75,343624,260966,127164,494963,253631,3415317,1271275,223.44,0.25
it25,1,2,cc10017Align,0.430111431,0.63,0.59,0.605,0.36,0.60,0.709412342,0.62,0.93,0.7604457105,0.42,0.75,251010,223895,124382,662355,200834,3304146,1205070,223.44,0.25
it0,0,2,cc10017Align,0.84,0.69,0.62,0.84,0.69,0.62,1.01,0.51,0.85,1.01,0.51,0.85,-,224099,80613,182145,433441,3003512,1177092,223.44,0.25
it1,1,2,cc10017vecmap,0.728439193,0.72,0.68,1.1749999999999998,0.53,0.97,0.883749734,0.4,0.86,0.825598652,0.35,0.66,185630,206279,79984,201626,266909,2386938,668143,219.68,1.19
it2,1,2,cc10017vecmap,1.324927778,1.18,1.29,1.1749999999999998,0.53,0.97,0.822123185,0.55,0.8,0.825598652,0.35,0.66,309434,238762,126612,651432,252217,5752819,1748267,219.68,1.19
it3,1,2,cc10017vecmap,1.12369424,1.16,1.07,1.1749999999999998,0.53,0.97,0.727680149,0.43,0.68,0.825598652,0.35,0.66,380866,237457,101556,298647,255547,3547176,1504996,219.68,1.19
it4,1,2,cc10017vecmap,1.386936445,1.14,1.2,1.1749999999999998,0.53,0.97,0.910606167,0.42,0.76,0.825598652,0.35,0.66,247070,240128,123107,326548,277139,4660935,688650,219.68,1.19
